question_index,fix_name,fix_description,reason,tag,tag_cluster
99,Add HPV Result-Based Branching Logic,Add rules that branch management based on HPV test results: if hrHPV is positive then next_step is colposcopy; if hrHPV is negative then next_step is routine_screening (repeat Pap in 3 years).,"The program lacks the conditional logic that determines further management based on HPV test results. A negative hrHPV test with ASCUS means the patient can return to routine screening, while a positive result warrants colposcopy. This branching is essential to correctly model the clinical guideline.",missing inference rule,30
99,Correct the diagnosis Rule to Reflect Proper Next Step,"Replace diagnosis(manage_with_colposcopy_if_high_risk_factors_present) with a proper rule: next_step(ascus, reflex_hrHPV_testing) to accurately represent the first-line recommended action.",The current diagnosis fact is vague and clinically inaccurate. ASCUS management is not based on 'high risk factors' in the traditional sense but on HPV co-testing or reflex HPV testing results. The fact misrepresents the guideline and would lead to incorrect clinical decision-making.,wrong diagnosis,4
99,Add Patient History Facts for Context,"Add facts representing the patient's relevant history: normal_pap_history(true), screening_interval(every_3_years), age_first_screening(21), no_past_medical_issues(true). These should be used in the rules to confirm the patient qualifies for standard ASCUS management.","The patient's history (normal prior Pap smears, no medical issues, age-appropriate screening) is clinically relevant and confirms she should follow standard ASCUS guidelines. Including these facts makes the Prolog program more complete and accurate in modeling the clinical scenario.",missing patient context facts,0
102,Fix patient/1 fact and rule call,"Change the fact 'patient(john_doe, 17)' usage in the rule. The predicate 'patient(Patient)' is called with one argument in the diagnosis rule, but the fact is defined with two arguments 'patient(john_doe, 17)'. Change the rule call to 'patient(Patient, _Age)' to match the defined fact arity.","The fact 'patient(john_doe, 17)' has arity 2, but the rule calls 'patient(Patient)' with arity 1, causing a predicate existence error or always failing.",predicate arity mismatch,1
102,Fix duration fact and comparison,"Change 'condition(john_doe, duration(8_months))' to use a plain numeric value, e.g., 'condition(john_doe, duration(8))'. Similarly, change the comparison in the rule from 'Dur > 6_months' to 'Dur > 6'. Prolog does not support underscore-separated atoms like '8_months' as numeric values for arithmetic comparison.","Prolog cannot perform arithmetic comparison on atoms like '8_months' or '6_months'. These must be plain numbers (e.g., 8 and 6) for the '>/2' operator to work correctly.",invalid numeric syntax,26
102,Fix normal_temperature fact,"Change 'condition(john_doe, normal_temperature(98.6_F))' to 'condition(john_doe, normal_temperature(98.6))'. The atom '98.6_F' is not a valid Prolog numeric value.",'98.6_F' is not a valid Prolog number or standard atom and may cause a syntax error. It should be represented as the float '98.6' or a quoted atom '98.6_f'.,invalid atom syntax,9
102,Add diagnosis query or main goal,"Add a queryable clause or a main goal such as ':- diagnosis(Diagnosis), write(Diagnosis), nl.' or expose a predicate 'diagnose(Patient, Diagnosis)' so the program can actually be queried to produce the diagnosis result.",The program defines the diagnosis rule but provides no way to invoke or display the result. A query or entry-point predicate is needed to actually solve the problem and return the diagnosis.,missing entry point predicate,1
103,Fix diagnosis predicate to identify clear cell renal cell carcinoma,"Change the diagnosis rule to produce a specific diagnosis term 'clear_cell_renal_cell_carcinoma' rather than just using the patient variable X. The rule should be: diagnosis(X, clear_cell_renal_cell_carcinoma) :- patient(X, _), symptom(X, painless_hematuria), condition(X, right_flank_mass), condition(X, clear_cell_cytoplasm), condition(X, hemorrhage_areas), condition(X, necrosis_areas).","The current diagnosis rule only binds the patient variable but does not produce a named diagnosis. The chromosomal_abnormality rule tries to call diagnosis(clear_cell_renal_cell_carcinoma) treating the diagnosis name as a patient, which will always fail. The diagnosis predicate needs a second argument to represent the disease name.",wrong predicate arity,1
103,Fix chromosomal_abnormality rule to correctly reference the diagnosis,"Update the chromosomal_abnormality rule to: chromosomal_abnormality(Patient, deletion_3p) :- diagnosis(Patient, clear_cell_renal_cell_carcinoma). This links the patient's diagnosis to the correct chromosomal abnormality.","The current rule passes 'clear_cell_renal_cell_carcinoma' as a patient identifier to diagnosis/1, which will never match any patient fact. It also does not specify what the chromosomal abnormality actually is.",wrong predicate arguments,1
103,Add the correct chromosomal abnormality fact for clear cell RCC,"Add a fact or ensure the chromosomal_abnormality rule returns 'deletion_3p' (deletion of the short arm of chromosome 3, i.e., del(3p)) as the specific cytogenetic finding associated with clear cell renal cell carcinoma.",Clear cell renal cell carcinoma is classically associated with deletion of chromosome 3p (involving the VHL gene locus at 3p25). The program must represent this specific chromosomal abnormality as the answer to the medical question.,missing knowledge base fact,6
103,Add a query or main rule to retrieve the chromosomal abnormality for the patient,"Add a top-level rule such as: find_chromosomal_abnormality(Patient, Abnormality) :- chromosomal_abnormality(Patient, Abnormality). This allows querying the system with find_chromosomal_abnormality(john_doe, X) to retrieve the answer 'deletion_3p'.","Without a proper query interface, the program cannot be used to answer the medical question about what chromosomal abnormality is present in this patient's tumor.",missing query interface,23
104,Add axillary nerve injury condition,"Add a specific condition fact for axillary nerve injury with its associated symptoms: condition(axillary_nerve_injury, [weak_lateral_rotation, nerve_injury]).",The axillary nerve is the specific nerve responsible for lateral rotation of the arm (via the teres minor and deltoid muscles). A fall from a tree house causing shoulder trauma is a classic mechanism for axillary nerve injury. The current code lacks this specific condition.,missing condition fact,30
104,Remove or correct brachial_plexus_injury as primary diagnosis,"Either remove the brachial_plexus_injury condition or make it less specific, since the most likely diagnosis for isolated weak lateral arm rotation is axillary nerve injury, not a general brachial plexus injury.","Brachial plexus injury is too broad and non-specific for this clinical scenario. The symptom of isolated weak lateral rotation points specifically to axillary nerve injury, not a general brachial plexus injury.",wrong diagnosis,4
104,Fix diagnosis rule to require ALL symptoms to match,"Change the diagnosis rule to require that ALL symptoms of a condition are present in the patient, not just one. Replace the current rule with: diagnosis(X) :- condition(X, Symptoms), forall(member(Symptom, Symptoms), symptom(john, Symptom)).","The current rule diagnoses a condition if ANY single symptom matches, which is logically incorrect and would cause false positives. A proper diagnosis should require all defining symptoms of a condition to be present in the patient.",overly permissive matching condition,28
104,Remove radial_nerve_injury condition,"Remove the condition(radial_nerve_injury, [nerve_injury]) fact from the program.","Radial nerve injury causes weakness in wrist/finger extension, not lateral arm rotation. It is clinically irrelevant to this scenario and would produce an incorrect diagnosis.",wrong diagnosis,4
105,Correct organism diagnosis from Mucormycosis to Aspergillus,Change the diagnosis rule and condition rule to identify 'aspergillus' instead of 'mucormycosis' as the probable organism. The condition fact and rules should reference 'aspergillus'.,"The key distinguishing laboratory finding is 'branching SEPTATE hyphae'. Mucormycosis (Zygomycetes/Rhizopus) produces non-septate (aseptate/pauciseptate) hyphae, while Aspergillus produces branching SEPTATE hyphae. Although diabetic patients are prone to mucormycosis, the culture finding of branching septate hyphae specifically points to Aspergillus as the causative organism.",wrong diagnosis,4
105,Incorporate branching septate hyphae finding into the diagnosis rule,"Add 'condition(branching_septate_hyphae, true)' as a prerequisite in the condition rule for the organism diagnosis, so the laboratory finding actively contributes to determining the diagnosis rather than being an isolated unused fact.","The branching septate hyphae finding is the critical differentiating clue in this case. Currently, the condition fact for branching_septate_hyphae is declared but never used in any rule, meaning the diagnosis is made solely on clinical symptoms without incorporating the lab result that distinguishes the organism.",unused condition in rule,30
105,Rename diagnosis predicate to reflect organism identification,"Change the diagnosis predicate to 'organism(aspergillus)' or add a separate predicate 'most_probable_organism(aspergillus)' to better reflect that the question asks for the responsible organism, not just the disease name.","The medical question asks for the 'most probable organism', so the Prolog program should explicitly identify the organism (Aspergillus species) rather than only naming the disease condition, making the program's output directly answer the question posed.",wrong diagnosis,4
106,Add specific symptom facts for muscarinic blocker overdose,"Replace generic 'sign1' with specific clinical signs of muscarinic blocker overdose, particularly 'mydriasis' (dilated pupils) and 'dry_skin', 'urinary_retention', 'decreased_bowel_sounds'. Example: symptom(mydriasis, muscarinic_blocker_overdose). symptom(dry_skin, muscarinic_blocker_overdose). symptom(urinary_retention, muscarinic_blocker_overdose).","Muscarinic blockers (anticholinergics) cause specific signs like mydriasis, dry skin, urinary retention, and decreased bowel sounds. These need to be explicitly represented to distinguish them from ganglionic blocker overdose.",missing symptom facts,12
106,Add specific symptom facts for ganglionic blocker overdose,"Replace generic 'sign2' with specific clinical signs of ganglionic blocker overdose, particularly 'miosis' (constricted pupils) and 'hypotension', 'compensatory_tachycardia'. Example: symptom(miosis, ganglionic_blocker_overdose). symptom(hypotension, ganglionic_blocker_overdose).","Ganglionic blockers block both sympathetic and parasympathetic ganglia, causing miosis (due to parasympathetic dominance in the eye), hypotension, and other signs. These must be explicitly coded to allow differentiation.",missing symptom facts,12
106,Add distinguishing_sign predicate for pupil response,"Add a specific rule and fact to represent the key distinguishing sign between the two blockers, which is the pupillary response. Example: distinguishing_sign(muscarinic_blocker, mydriasis). distinguishing_sign(ganglionic_blocker, miosis). distinguishing_sign(X, Sign) :- condition(X, Sign), \+ condition(_, Sign).",The key distinguishing sign between muscarinic blocker overdose (mydriasis/dilated pupils) and ganglionic blocker overdose (miosis/constricted pupils) is the pupillary response. This is the clinically critical differentiator and must be explicitly modeled.,missing inference rule,30
106,Fix condition predicate to use specific clinical signs,"Replace condition(muscarinic_blocker, sign1) and condition(ganglionic_blocker, sign2) with medically accurate predicates: condition(muscarinic_blocker, mydriasis). condition(muscarinic_blocker, dry_skin). condition(muscarinic_blocker, urinary_retention). condition(ganglionic_blocker, miosis). condition(ganglionic_blocker, hypotension). condition(ganglionic_blocker, compensatory_tachycardia).",The generic sign1 and sign2 placeholders do not represent any real medical knowledge. They must be replaced with actual clinical signs to make the program medically meaningful and capable of solving the diagnostic problem.,missing medical knowledge,0
106,Update diagnosis rules to identify the distinguishing sign,"Rewrite the diagnosis rules to identify which blocker is responsible based on the distinguishing sign. Example: diagnose_blocker(muscarinic_blocker) :- symptom(mydriasis, present). diagnose_blocker(ganglionic_blocker) :- symptom(miosis, present). differentiate(Sign, Blocker) :- distinguishing_sign(Blocker, Sign), symptom(Sign, present).","The current diagnosis rules are circular and do not actually perform any reasoning. They need to be rewritten to use the specific clinical signs to infer which type of blocker overdose is present, enabling real diagnostic differentiation.",missing inference rule,30
106,Add sweat gland response as additional distinguishing fact,"Add facts representing sweat gland activity: symptom(anhidrosis, muscarinic_blocker_overdose). symptom(normal_or_reduced_sweating, ganglionic_blocker_overdose). distinguishing_sign(muscarinic_blocker, anhidrosis).","Sweat glands are innervated only by sympathetic cholinergic fibers. Muscarinic blockers cause anhidrosis (no sweating), while ganglionic blockers may also reduce sweating but through a different mechanism. This is another clinically relevant distinguishing feature that should be modeled.",missing distinguishing symptom fact,12
107,Correct diagnosis to Ergotamine,Change diagnosis(triptan_drug) to diagnosis(ergotamine) in the diagnosis rule.,"The symptoms described (nausea, vomiting, tingling, numbness, and blue/cyanotic fingertips) are classic signs of ergotamine toxicity (ergotism), not triptan use. Ergotamine causes peripheral vasoconstriction leading to ischemia of the extremities, which explains the cyanosis and neurovascular symptoms. Triptans do not typically cause peripheral cyanosis or these neurovascular symptoms.",wrong diagnosis,4
107,Rename peripheral_neurotoxicity to peripheral_vasospasm,"Replace all occurrences of peripheral_neurotoxicity with peripheral_vasospasm in the facts, conditions, and rules.","The mechanism behind blue, tingling, and numb fingertips caused by ergotamine is peripheral vasoconstriction/vasospasm (ergotism), not neurotoxicity. Using peripheral_vasospasm more accurately represents the pathophysiology of ergotamine-induced ischemia of the extremities.",wrong terminology,20
107,Add ergotamine-specific medication fact,"Add a fact such as medication_used(p1, ergotamine) and update the rules to reference ergotamine specifically instead of the generic atom 'medication'.","The program uses a generic atom 'medication' which does not identify the specific drug. Since the answer to the medical problem is ergotamine, the knowledge base should explicitly represent ergotamine as the medication taken by the patient, making the diagnosis rule meaningful and traceable.",missing specific medication fact,36
107,Add ergotamine-to-migraine treatment fact,"Add a fact such as treats(ergotamine, acute_migraine) to represent that ergotamine is used for acute migraine attacks.",The clinical context specifies that the medication was taken for an acute migraine attack. Ergotamine is a known treatment for acute migraines. Adding this fact strengthens the diagnostic reasoning by linking the drug to its indicated use.,missing knowledge base fact,6
107,Update medication_side_effect rules to reference ergotamine,"Change medication_side_effect(medication, ...) to medication_side_effect(ergotamine, ...) in both rules, and update the diagnosis rule accordingly to use medication_side_effect(ergotamine, nausea_vomiting) and medication_side_effect(ergotamine, peripheral_vasospasm).",Using the generic atom 'medication' makes the rules non-specific and misleading. Replacing it with 'ergotamine' ensures the rules correctly attribute the side effects to the right drug and makes the diagnosis rule logically sound and medically accurate.,wrong constant in rule,11
108,Add age and gender criteria for rosacea,"Add facts and rules that incorporate the patient's age (40) and gender (female) as supporting criteria for rosacea diagnosis, since rosacea commonly affects middle-aged women.",The patient profile (40-year-old female) is a classic demographic for rosacea. The diagnosis rule should incorporate patient demographics to better differentiate between conditions.,missing inference rule,30
108,Add specific symptom details for rosacea,"Add more granular symptom facts specific to rosacea such as: symptom(rosacea, papulopustular), symptom(rosacea, telangiectasia), symptom(rosacea, facial_erythema), symptom(rosacea, convexities_distribution). The condition facts should reference these specific symptoms.","The current symptom representation is too generic. Rosacea has hallmark features (telangiectasia, background erythema, papulopustular lesions on facial convexities) that should be explicitly modeled to distinguish it from other conditions.",missing inference rule,30
108,Fix the diagnosis rule to rank or score conditions,"Replace the single diagnosis rule with a scoring-based approach that counts matching symptoms for each condition and selects the best match. Add a rule like: best_diagnosis(X) :- findall(Score-Cond, score(Cond, Score), Pairs), max_member(_-X, Pairs).","The current diagnosis rule only checks if face_lesions and background are present, which is too simplistic and may match multiple conditions. A scoring mechanism ensures the most probable diagnosis is selected.",missing scoring mechanism,19
108,Add exclusion criteria for other conditions,"Add negative conditions to rule out acne_vulgaris (no comedones mentioned), sle (no systemic symptoms, no butterfly rash), and polymorphic_light_eruptions (no specific light exposure history). Example: exclude(acne_vulgaris) :- not(symptom(_, comedones)).","Differential diagnosis requires ruling out other conditions. The absence of comedones rules out acne vulgaris, absence of systemic symptoms rules out SLE, and absence of light exposure history rules out polymorphic light eruptions.",missing exclusion conditions,32
108,Add chronic duration as a diagnostic criterion,"Incorporate the 2-year duration into the diagnosis rules. Add: symptom(duration, chronic) :- symptom(duration, 2_years). Then include chronic duration as a supporting criterion for rosacea in the condition facts.",The 2-year chronic history is clinically significant and supports rosacea over acute conditions. This fact should be used in the diagnostic reasoning.,missing inference rule,30
108,Add a final answer predicate,"Add a predicate that explicitly states the most probable diagnosis: most_probable_diagnosis(rosacea) :- diagnosis(rosacea), not(diagnosis(acne_vulgaris)), not(diagnosis(sle)), not(diagnosis(polymorphic_light_eruptions)). Or alternatively: answer(X) :- best_diagnosis(X).",The program lacks a clear entry point that returns the final answer. A most_probable_diagnosis predicate would make the solution complete and directly answer the medical question.,missing entry point predicate,1
109,Add diagnosis conclusion fact,"The diagnosis rule should conclude with a specific diagnosis term, such as 'cholangiocarcinoma', rather than just succeeding silently. Change the head of the rule to: diagnosis(patient(43, male), cholangiocarcinoma)",The diagnosis rule currently has no meaningful conclusion. It should explicitly state what condition is being diagnosed (cholangiocarcinoma) so the result can be queried and used meaningfully.,missing diagnosis conclusion,4
109,Add predisposing factor rule for liver fluke,"Add a rule that links the diagnosis of cholangiocarcinoma to its predisposing factor. For example: predisposing_factor(Patient, liver_fluke_induced_inflammation_leading_to_metaplastic_change) :- diagnosis(Patient, cholangiocarcinoma), travel_history(Patient, europe(six_months_ago)), serology_result(hepatotropic_viruses, Patient, negative).","The program does not include any rule to determine the predisposing factor, which is the core question of the medical problem. The correct answer is D (liver fluke induced inflammation), and this logic must be encoded.",missing inference rule,30
109,Add liver fluke exposure fact based on travel history,"Add a fact or rule that infers possible liver fluke (Opisthorchis or Clonorchis) exposure from travel history. For example: possible_exposure(patient(43, male), liver_fluke) :- travel_history(patient(43, male), europe(six_months_ago)).","Travel history to certain regions is a known risk factor for liver fluke infection, which is a predisposing factor for cholangiocarcinoma. This inference must be explicitly represented in the program.",missing inference rule,30
109,Exclude other predisposing factors explicitly,"Add rules that explicitly rule out other predisposing factors: (A) contrast agent carcinogenicity - no supporting evidence; (B) hepatitis virus - excluded by negative serology; (C) idiopathic inflammatory scarring (PSC) - excluded by biopsy showing atypical cells; (E) choledochal cyst - not mentioned in imaging. For example: not_predisposing_factor(Patient, hepatitis_virus) :- serology_result(hepatotropic_viruses, Patient, negative).","The program should encode the differential reasoning that eliminates options A, B, C, and E, making D the correct predisposing factor by both positive evidence and exclusion of alternatives.",missing inference rule,30
109,Fix invalid Prolog atoms with slashes and special characters,"Replace invalid Prolog atoms such as '387_iu/l', '18_mg/dl', '191_iu/l', '184_iu/l', and '2.4_kg_in_1_month' with valid atoms like '387_iu_per_l', '18_mg_per_dl', '191_iu_per_l', '184_iu_per_l', and '2_4_kg_in_1_month' or quoted atoms.","In Prolog, the slash '/' is an operator and decimal points in atoms can cause syntax errors. These must be written as valid atoms, either by quoting them or replacing special characters.",invalid atom syntax,9
109,Fix invalid Prolog atom '75_percent_blockage_in_lad',"The fact 'condition(patient(43, male), 75_percent_blockage_in_lad)' uses an atom starting with a digit after underscore which may be problematic. Rename to 'seventy_five_percent_blockage_in_lad' or quote it as '75_percent_blockage_in_lad'.",Atoms in Prolog that begin with digits or contain special patterns should be quoted to avoid parse errors.,invalid atom syntax,9
109,Add answer predicate for the medical question,"Add a top-level predicate that returns the answer to the question: answer(patient(43, male), Answer) :- predisposing_factor(patient(43, male), Answer).",The program should have a queryable predicate that directly answers the medical question about the predisposing factor responsible for the patient's condition.,missing query predicate,1
111,Change diagnosis to Type IV hypersensitivity,Replace diagnosis(type_i_hypersensitivity) with diagnosis(type_iv_hypersensitivity) in the diagnosis rule.,"The clinical presentation described (rash, painful mucosal ulcerations, fever following penicillin treatment) is consistent with Stevens-Johnson Syndrome (SJS) or a severe cutaneous drug reaction, which is mediated by a Type IV (delayed-type, T-cell mediated) hypersensitivity reaction, not Type I (IgE-mediated immediate hypersensitivity). Type I would present with urticaria, angioedema, or anaphylaxis occurring rapidly after exposure.",wrong diagnosis,4
111,Add a fact specifying the hypersensitivity type,"Add a fact such as hypersensitivity_type(type_iv) and a corresponding rule that links the delayed onset, mucocutaneous symptoms, and drug exposure to Type IV hypersensitivity.",The program currently only asserts a generic reaction(hypersensitivity) fact without specifying the immunological mechanism. Adding hypersensitivity_type(type_iv) makes the knowledge base medically accurate and allows the diagnosis rule to correctly conclude Type IV hypersensitivity.,missing inference rule,30
111,Add delayed onset fact,"Add a fact such as onset(delayed) to represent that the reaction occurred after a course of penicillin treatment rather than immediately, and incorporate it into the diagnosis rule.","Type IV hypersensitivity is characterized by a delayed reaction (hours to days after antigen exposure), in contrast to Type I which is immediate (minutes). Including onset(delayed) in the knowledge base and diagnosis rule reinforces the correct classification and distinguishes it from Type I hypersensitivity.",missing inference rule,30
111,Add mucocutaneous involvement fact and rule,"Add a fact such as involvement(mucocutaneous) and a rule that recognizes the combination of skin rash and mucosal ulceration as mucocutaneous involvement, linking it to the Type IV diagnosis.",The hallmark of SJS/severe drug reactions (Type IV) is mucocutaneous involvement — both skin and mucous membranes are affected. Explicitly representing this in the knowledge base improves diagnostic accuracy and better models the clinical reasoning process.,missing inference rule,30
111,Fix unbound variable in condition rules,"Remove the unused variable X from condition(symptoms_match, X) and condition(treatment_reaction, X), or replace them with condition(symptoms_match) and condition(treatment_reaction) as zero-argument predicates.","The variable X in both condition rules is never bound or used, which is a logical inconsistency in the Prolog code. This could cause warnings or unintended behavior. Removing the unused argument makes the code cleaner and logically sound.",singleton variable,31
113,Correct the responsible medication from antipsychotic to clozapine,"Replace all occurrences of 'antipsychotic' in the med_side_effect facts and diagnosis rule with 'clozapine'. The medication most likely responsible for precipitating seizures (myoclonic jerking, urinary incontinence, post-ictal confusion and disorientation) in a bipolar patient is clozapine, which is well-known to lower the seizure threshold, especially at higher doses.","The medical problem describes a seizure episode (myoclonic jerking + urinary incontinence + post-ictal confusion) in a bipolar patient who started a new medication. Clozapine is the classic answer here, as it is used in treatment-resistant bipolar disorder and is notorious for dose-dependent seizure induction. Labeling the medication generically as 'antipsychotic' is medically imprecise and does not solve the specific clinical question.",wrong medication specificity,36
113,Add seizure as a symptom and condition,"Add 'symptom(seizure, present)' and include 'med_side_effect(clozapine, seizure)' to reflect that the combination of myoclonic jerking, urinary incontinence, and post-ictal confusion represents a generalized tonic-clonic seizure. Also add 'condition(seizure, present)' to make the knowledge base medically accurate.",The episode described (myoclonic jerking for 3 minutes + urinary incontinence + post-ictal confusion/disorientation) is a seizure. The knowledge base should explicitly represent this diagnosis to correctly model the clinical reasoning chain: clozapine -> lowers seizure threshold -> seizure.,missing inference rule,30
113,Fix patient_has_symptoms rule to correctly collect and unify symptoms,"Rewrite the 'patient_has_symptoms' predicate so that it properly collects all present symptoms into a list using findall/3, and correctly unifies the Patient variable. For example: 'patient_has_symptoms(Patient, Symptoms) :- patient(Age, Gender), Patient = Age-Gender, findall(S, symptom(S, _), Symptoms).'",The current rule uses unbound variables (Symptoms is never unified with the collected symptoms list) and redundantly re-queries the same symptom/2 predicate four times without ensuring they are distinct. This makes the rule logically unsound and would produce incorrect or unexpected results.,unbound variable in rule,18
113,Fix condition_active rule to accept a parameter,"Rewrite 'condition_active(Condition)' so it actually uses its argument: 'condition_active(Condition) :- condition(Condition, _).' This makes the rule general and correctly verifiable for any condition passed to it.","The current implementation ignores the 'Condition' parameter entirely and always succeeds as long as bipolar_disorder is in the database, making it impossible to query for other conditions and logically incorrect.",parameter not used,24
113,Fix new_medication_effect rule to avoid duplicate side effects,"Rewrite 'new_medication_effect' using findall/3 to collect all distinct side effects for a medication: 'new_medication_effect(Medication, SideEffects) :- findall(SE, med_side_effect(Medication, SE), SideEffects).'","The current rule queries med_side_effect four times independently, which can unify SideEffect1 through SideEffect4 with the same value repeatedly (e.g., all four could be 'myoclonic_jerking'), producing a logically incorrect and redundant list of side effects.",duplicate solutions via backtracking,10
113,Fix diagnosis rule to bind and use Medication variable correctly,"Update the diagnosis rule so that the concluded medication matches the one whose side effects are being checked: 'diagnosis(Medication) :- patient_has_symptoms(_, Symptoms), condition_active(bipolar_disorder), new_medication_effect(Medication, SideEffects), member(myoclonic_jerking, SideEffects), member(urinary_incontinence, SideEffects), member(confusion, SideEffects), member(disorientation, SideEffects).' and change the head from 'diagnosis(antipsychotic)' to 'diagnosis(Medication)'.","The current rule hardcodes 'antipsychotic' in the head while using an unbound 'Medication' variable in the body, creating a disconnect. The rule should derive the medication from the body and return it, making the predicate a proper diagnostic inference rule.",singleton variable,31
114,Correct the diagnosis organism,Replace 'diagnosis(streptococcus_mitis)' with 'diagnosis(actinomyces_israelii)',"The described granules are classic 'sulfur granules' characteristic of Actinomyces israelii, not Streptococcus mitis. The key findings — small yellow granules, dense gram-positive center, and branching filaments at the periphery — are pathognomonic for Actinomyces israelii, a gram-positive, filamentous, branching anaerobic bacterium commonly found in tonsillar crypts.",wrong diagnosis,4
114,Fix the rule-based diagnosis predicate,"Change 'diagnosis(organism)' to 'diagnosis(actinomyces_israelii)' in the rule head, so the rule correctly concludes with the specific organism rather than the atom 'organism'",'organism' is used as an atom rather than a variable or meaningful conclusion. The rule should unify to the correct diagnosis 'actinomyces_israelii' to be logically consistent and medically accurate.,wrong diagnosis,4
114,Add sulfur granules as a symptom fact,"Add the fact 'symptom(granules, sulfur_granules)' to represent the classic terminology for the yellow granules observed",The yellow granules described are classically known as 'sulfur granules' in the context of Actinomyces infections. Adding this fact improves the medical accuracy and completeness of the knowledge base.,missing symptom fact,12
114,Add gram-positive filamentous bacterium fact,"Add a fact 'morphology(actinomyces_israelii, gram_positive_branching_filaments)' to represent the organism's morphological characteristics","The program lacks explicit representation of the organism's morphology. Adding this fact links the observed microscopic findings (gram-positive center and branching filaments) directly to Actinomyces israelii, making the diagnostic reasoning more explicit and medically grounded.",missing organism property fact,30
115,Correct diagnosis from pemphigus_vulgaris to porphyria_cutanea_tarda,Change D = pemphigus_vulgaris to D = porphyria_cutanea_tarda in the diagnosis rule,"The clinical picture (painless blisters on sun-exposed areas, atrophic scars, hyperpigmentation, alcohol use, estrogen OCP, family history) is classic for Porphyria Cutanea Tarda, not pemphigus vulgaris which presents with painful mucosal blisters and positive Nikolsky sign",wrong diagnosis,4
115,Add sun exposure as a triggering condition,"Add condition(jane, sun_exposure) as a fact, since the day shift change implies increased UV light exposure, which is a key trigger for PCT",Sun/UV exposure is a primary trigger for PCT and is implied by the shift to daytime work; it should be explicitly represented as a condition,missing triggering condition fact,21
115,Update diagnosis rule to include PCT-specific conditions,"Update the diagnosis rule to check for condition(P, sun_exposure), condition(P, alcohol_drinking), and condition(P, estrogen_contraceptive) instead of only checking for blisters and family history","PCT diagnosis requires the combination of photosensitivity, alcohol use, and estrogen use as triggers, along with the skin findings; these are the distinguishing factors from other blistering conditions",missing inference rule,30
115,Replace autoantibodies lab finding with elevated_urine_uroporphyrins,"Change condition(jane, autoantibodies) to lab_finding(jane, elevated_urine_uroporphyrins) and add lab_finding(jane, decreased_uroporphyrinogen_decarboxylase)","The specific laboratory finding for PCT is elevated urine uroporphyrins due to deficiency of uroporphyrinogen decarboxylase, not autoantibodies (which are associated with autoimmune blistering diseases like pemphigus)",wrong diagnostic criterion,4
115,Add a lab_finding rule linked to the correct diagnosis,"Add a rule: lab_finding_for_diagnosis(P, elevated_urine_uroporphyrins) :- diagnosis(porphyria_cutanea_tarda), patient(P, _). to associate the lab finding with the diagnosis",The program needs an explicit rule connecting the PCT diagnosis to its pathognomonic laboratory finding (elevated urine uroporphyrins) so the query can return the correct answer to the medical question,missing inference rule,30
115,Fix patient/1 predicate arity in diagnosis rule,"Change patient(P) to patient(P, _) in the diagnosis rule to match the defined patient/2 predicate","The fact is defined as patient(jane, 40) using arity 2, but the diagnosis rule calls patient(P) with arity 1, causing the rule to always fail",predicate arity mismatch,1
116,Correct diagnosis to hyperparathyroidism,Change the diagnosis fact and condition rule from osteogenesis_imperfecta to hyperparathyroidism,"The lab findings of high serum calcium (12.8 mg/dL), low serum phosphorus (2.3 mg/dL), elevated alkaline phosphatase (28 KA units), and fractured femur are classic indicators of hyperparathyroidism (specifically primary hyperparathyroidism), not osteogenesis_imperfecta. Osteogenesis imperfecta typically presents with normal calcium and phosphorus levels.",wrong diagnosis,4
116,Add low serum phosphorus condition to rule,"Add a check for low serum phosphorus (P < 2.5) in the condition rule, as hypophosphatemia is a key diagnostic criterion for hyperparathyroidism","Hyperparathyroidism causes increased renal phosphate excretion leading to low serum phosphorus. The patient's phosphorus level of 2.3 mg/dL is below normal (2.5-4.5 mg/dL), which is a critical distinguishing feature that should be included in the diagnostic rule.",missing diagnostic criterion,4
116,Fix condition rule head to use variable X directly,"Change condition(patient(X), ...) to condition(X, ...) to be consistent with how symptoms are stored and queried","The symptom facts use symptom(john_doe, ...) with the patient identifier directly, but the condition rule wraps X in patient(X), creating a mismatch. The rule head should be condition(X, diagnosis) to properly unify with the patient identifier used in symptom facts.",wrong predicate argument structure,1
116,Add elevated alkaline phosphatase threshold,Change the alkaline phosphatase condition from A < 50 to A > 20 or a more specific range reflecting elevated levels seen in hyperparathyroidism,"In hyperparathyroidism, alkaline phosphatase is typically elevated due to increased osteoclastic bone resorption. The current rule uses A < 50 which is too permissive and not diagnostically meaningful. A value of 28 KA units is elevated and should be reflected with an appropriate threshold.",wrong threshold direction,14
116,Add a proper diagnosis query rule,"Add a rule such as: diagnose(X, Disease) :- condition(X, Disease). to properly link the condition rule to a queryable diagnosis predicate","The current code has a standalone diagnosis(osteogenesis_imperfecta) fact that is disconnected from the condition rule. A proper diagnose/2 rule should unify the patient with their diagnosis by calling the condition rule, making the program actually solvable via a query like diagnose(john_doe, Disease).",missing inference rule,30
119,Correct atom syntax for 100_percent_burns,Replace '100_percent_burns' with a valid Prolog atom such as 'burns_100_percent' or quote it as '100_percent_burns' using single quotes throughout all facts and rules.,"In Prolog, atoms cannot start with a digit unless enclosed in single quotes. '100_percent_burns' is syntactically invalid and will cause a parsing error.",invalid atom syntax,9
